item_id,text,category,sub-category
3795,"That's pretty presumptive and not very Christian of you, you hater.",social-group,christian
3796,HI:'Muslims have the most to lose from Barcelona' NO. The people that lost their lives and loved ones have the most to loose. Why is their answer/solution death????,social-group,muslim
3797,Having a gay husband?,social-group,LGB
3798,This is Muslims doing what Muslims do.  Why do they expect anything different from Islam?  Do they not look at history?,social-group,muslim
3799,"The owner was willing to sell them a standard off-the-shelf cake, but he refused to discuss designing any cake -- solely because the couple was gay. It is one thing to object to a specific design. It's quite another to refuse to discuss any design.",social-group,LGB
3800,"Disgusting excuse for progressive Catholic journalism that smears most of America as racist.  Hateful, worthless, stupid, harmful, irresponsible, and untrue.",social-group,christian
3801,"Good Lord Jack***, did you just say Iran has never threatened the US? That's right, you did, in the third sentence.  But 'Death to America' daily chants by angry Iranians, ARENT a threat?  Jack, I believe you are practicing Taqiyya and a closet Muslim.",social-group,muslim
3802,Cultural Darwinism at work. The weaker culture is moved aside by the stronger.,random,random
3803,"Liberal progressive democrats are the pathetic masses of whom Stalin had often referred to as useful idiots.   The indoctrination is complete, free speech is dead with the democrats.  If you're right of lgbtq communists transgenders, then you're a NAZI...",social-group,transgender
3804,I've heard this claim before but haven't been able to substantiate it. Could you help and provide your source that proves the Prime Minister made the offer of help?,moral,authority
3805,Looks like Assad and the Rusians know how to deal muslim terrorists,social-group,muslim
3806,In Toronto anti-Islamophobia protesters outnumbered anti-Muslim protesters by a ratio of 30-1.  Just remember that Islamophobic bloggers. You will never win. Canadian society is tolerant and inclusive and Muslims will be welcome here.,social-group,muslim
3807,Gays got a whole tale.,social-group,LGB
3808,National Post article 10 days ago regarding UN resolution. Jewish donors feel betrayed by Obama.,social-group,jewish
3809,Since when is it 'shunning' to deny Communion? Another poster claimed Paprocki had ordered all gay people to be buried in 'unmarked graves.' Insanity!,social-group,LGB
3810,White is more controlling than is Catholic. Nothing new here.,social-group,christian
3811,"Just think...if it was Hilary under the bridge, she could have arranged abortions for all the pregnant nanny goats and sex-reassignment surgery for the trans-goats.",social-group,transgender
3812,Surely the catholic church should concentrate on it's dwindling numbers and paedophiles,social-group,christian
3813,"Don’t ever trust Labradors, they will always betray you",random,random
3814,This election in Alberta will come down to jobs vrs transgendered bathrooms.   Even the  lgbt community needs jobs.    Kenney will win handily except in Edmonton and central Calgary.,social-group,transgender
3815,"Margaret, what do you mean by 'some'? All transgender activists are denying science. There is no science to support this belief.",social-group,transgender
3816,"Jesus said the 2nd greatest commandment is love thy neighbor as thyself, the Golden Rule, which Mr Phillips and the rest of the fake Christians like him violate regularly.",social-group,christian
3817,"so, you like making people sick, then. you're in safe hands.",moral,care
3818,None of these other religions force women to wear scarves or cover themselves.  None of these other religions murders gays and lesbians. None of these other religions treats women as second class subjects.,social-group,LGB
3819,"The 'violence against conservatives' comment is ludicrously hypocritical when one considers the rash of horrific violent crimes commited by right wing extremists like Robert Dear, Dylan Roof, and Jeremy Christian.",social-group,christian
3820,Threats are crimes. Do you think the Jews in the synagogue in Charlotsville felt threatened when the Nazis marched past chanting their hateful slogans or do you think they were snowflakes?,social-group,jewish
3821,"ya thats it blame the jews for living in thier own land, what bs",social-group,jewish
3822,"National security' is only important to Trump if it means keeping those dang Muslim and Mexican furriners out of the US. Hiring Flynn, an unhinged conspiracy theorist and compromised liar, as national security advisor is fine, of course.",social-group,muslim
3823,These attacks on the gay community have to stop,random,random
3824,Why did our PM choose to present that image' ? The same reason that snakes slither. He can't not make everything about himself and his self importance.,random,random
3825,"It's not the ban on sex outside marriage that is discriminatory, as it applies equally to everyone.    What's discriminatory is that that married straight students are allowed to have sex while married gay students are not.",social-group,LGB
